rank,song_id,title,singers,album,date,genre,creator,lyric,singer_id,debut,singer_type,singer_gender,company,bthday
6,637620,"말하고 싶어요",한마음,"낭만포크 1",-,Folk,강영철,"말하고 싶어요 그대 떠나가도 내 사랑은 오직 당신뿐이라고 말하고 싶어요 그대 떠나가도 가슴 가득한 이 사랑은 모두 당신 것이라고 말하고 싶어요 그대 떠나가도 이젠 다시 사랑의 아픔 없을거라고 말하고 싶어요 그대 떠나가도 당신 사랑이 남겨준 기쁨만 생각할거라고 그립다 말 못하고 사랑한단 말 더욱 못해도 돌아서면 감추는 눈물이 내 마음이잖아요 말하고 싶어요 그대 내게 있는다면 다시 한번 당신의 작은 사랑 될거라고 말하고 싶어요 그대 내게 있는다면 당신 가슴에 기대어 작은 눈물 흘릴거라고 그립다 말 못하고 사랑한단 말 더욱 못해도 돌아서면 감추는 눈물이 내 마음이잖아요 내 마음이잖아요",101971,1983.02,그룹,혼성,,
5,666395,"난 아직도 널 (대상)",작품하나,"87 MBC 대학가요제 제1집",1988.01.09,Ballad,김휘원,"거리를 나 혼자 걸었네 내게는 아무도 없었네 차가운 바람 불때면 내 마음 왠지 쓸쓸해지네 조금씩 비가 내리네 어둠은 갈수록 짙어가네 빗속을 혼자 걷는 이 마음 그대는 아는지 흥 모르는지 아 이 비 그치면 그대 찾아 봐야지 아무리 험한 산 일지라도 난 그대를 잊을 수 없어 아무리 미운 너였지만은 난 아직도 널 사랑해  아 이 비 그치면 그대 찾아 봐야지 아무리 험한 산 일지라도 난 그대를 잊을 수 없어 아무리 미운 너였지만은 난 아직도 널 사랑해 난 아직도 널 사랑해 난 아직도 널 사랑해",102374,1987,그룹,여성,,
9,733017,"하늘 나라 우리님 1",송골매,"송골매 5",1985.04.10,Rock,이응수,"하늘은 매서웁고 흰눈이 가득한 날 사랑하는 님 찾으러 천상에 올라갈제 신 벗어 손에 쥐고 버선 벗어 품에 품고 곰뷔 님뷔 님뷔 곰뷔 천방 지방 지방 천방 한번도 쉬지 않고 허위 허위 올라가니 버선 벗은 발일랑은 쓰리지 아니한데 님 그리는 온 가슴만 산득 산들 하더라 님 그리는 온 가슴만 산득 산들 하더라  하늘은 매서웁고 흰눈이 가득한 날 사랑하는 님 찾으러 천상에 올라갈제 신 벗어 손에 쥐고 버선 벗어 품에 품고 곰뷔 님뷔 님뷔 곰뷔 천방 지방 지방 천방 한번도 쉬지 않고 허위 허위 올라가니 버선 벗은 발일랑은 쓰리지 아니한데 님 그리는 온 가슴만 산득 산들 하더라 님 그리는 온 가슴만 산득 산들 하더라",101078,1979.09,그룹,남성,,
11,823909,"마지막 입맞춤",김범룡,"김범룡 4집",1988.06.01,Ballad,김범룡,"이것이 마지막 인가 마지막 입맞춤~인가 이제 곧 새벽이 오면 정녕 간단 말인가~ 하 믿어지질 않아 네가 떠난다고 하니 그것이 네 마음이라면 어쩔수 없겠지만 너무나 짧은 이밤에 아무런 얘기도 없이 그냥 고개 숙인채 서러워 울고 있네 마지막 나의 입술에 입맞춤 하고 떠났네 새벽 안개속으로 서글픔만 남긴채  이것이 이~별인가 사랑의 종착역~인가 지난날 숱한 사연들이 물거품이란 말인가~ 하 믿어지질 않아 우리가 헤어진다 하니 그것이 운명이~라면 어쩔수 없겠지만 너무나 짧은 이 밤에 아무런 얘기도 없이 그냥 고개 숙인채 서러워 울고 있네 마지막 나의 입술에 입맞춤 하고 떠났네 새벽 안개속으로 서글픔만 남긴채",41,1985.03,솔로,남성,,1960.06.03
5,833122,파란나라,혜은이,"혜은이 - 열정 / 파란나라",1985.09.25,"Adult Contemporary",지명길,"파란 나라를 보았니 꿈과 사랑이 가득한 파란 나라를 보았니 천사들이 사는 나라 파란 나라를 보았니 맑은 강물이 흐르는 파란 나라를 보았니 울타리가 없는 나라 난 찌루 찌루의 파랑새를 알아요 난 안델센도 알고요 저 무지개 넘어 파란 나라 있나요 저 파란 하늘 끝에 거기 있나요 동화책 속에 있고 텔레비젼에 있고 아빠의 꿈에 엄마의 눈속에 언제나 있는 나라 아무리 봐도 없고 아는 사람도 없어 누구나 한번 가보고 싶어서 생각만 하는 나라 우리가 한번 해봐요 온세상 모두 손잡고 새파란 마음 한마음 새파란 나라 지어요  난 찌루 찌루의 파랑새를 알아요 난 안델센도 알고요 저 무지개 넘어 파란 나라 있나요 저 파란 하늘 끝에 거기 있나요 동화책 속에 있고 텔레비젼에 있고 아빠의 꿈에 엄마의 눈속에 언제나 있는 나라 아무리 봐도 없고 아는 사람도 없어 누구나 한번 가보고 싶어서 생각만 하는 나라 우리가 한번 해봐요 온세상 모두 손잡고 새파란 마음 한마음 새파란 나라 지어요 우리가 한번 해봐요 온세상 모두 손잡고 새파란 마음 한마음 새파란 나라 지어요 우리가 한번 해봐요 온세상 모두 손잡고 새파란 마음 한마음 새파란 나라 우리 손으로 지어요 어린이 손에 주세요 손!",5148,1975.12,솔로,여성,,1956.09.23
10,863454,"제가 먼저 사랑할래요",강인원,강인원,1985.10.25,Ballad,강인원,"그대와 나  둘이서 사랑을 할때  제가 먼저 사랑할래요  사랑을 받을땐 행복하지만  주는 마음도 햇살이예요  그대와 나 만약에 이별을 할땐  그대 먼저 외면하세요  버림을 받을땐 서러웁지만  주는 마음은 아플거예요  사랑은 물거품이래요  불같은 사랑이  가슴에 넘칠지라도  사랑은 외로움이래요  하지만 아름다워요    사랑은 물거품이래요  물같은 사랑이  가슴에 넘칠지라도  사랑은 외로움이래요  하지만 아름다워요    그대와 나  둘이서 사랑을 할땐  제가 먼저 사랑할래요  사랑을 받을땐 행복하지만  주는 마음도 햇살이예요  사랑을 받을땐 행복하지만  주는 마음도 햇살이예요",676,1984,솔로,남성,,1956.01.06
4,896089,"축제와 나그네",최성수,"3집 後人",1988,Ballad,최성수,"춤을 추고 싶었다 화려한 옷을 입고 점잖은 체 하다가 어두운 곳에서 슬쩍 부딪히는 눈웃음에 춤추고 싶었다 오늘따라 따뜻한 가슴을 가진 사람이 그립다 사람은 사람이 사는 곳에서 살아야 하나보다 화려한 불빛 슬픈 웃음에 나는 갈 곳도 없이 헤매이는 나그네 하늘을 보면 금새라도 울 것만 같아 두 눈을 꼬옥 감아도 우리 사는 이 곳엔 아직까지 슬픔이 남아 모두 혼자서 걸어 가는 나그네  우린 저마다 외로움을 지닌채 얼굴 숨기고 살아 가는 나그네 살다가 보면 진실은 멀어져 가고 혼자서 걷고 있을뿐 계절이 바뀔때면 비가 오는 것처럼 내일이 오면 떠나 가는 나그네 우린",35,1987.05,솔로,남성,,1960.03.25
9,903397,"너나 좋아해 나너 좋아해",현이와덕이,"현이와 덕이",1985.06.20,Ballad,장현,"속절없이 흐르는게 시간이야 세월가도 모르는게 사랑이야 안개처럼 가리워진 마음이야 샛별처럼 빛나는게 사랑이야 어제도 어제도 오늘도 오늘도 내일도 변함없이 듣고 싶은 말 너 나 좋아해 나 너 좋아해 너 나 좋아해 나 너 좋아해 매일 매일 하고 싶은 이야기야 두근 두근 설레이는 순간이야 둘이서만 주고 받는 사랑이야 너 나 좋아해 나 너 좋아해  속절없이 흐르는게 시간이야 세월가도 모르는게 사랑이야 안개처럼 가리워진 마음이야 샛별처럼 빛나는게 사랑이야 어제도 어제도 오늘도 오늘도 내일도 변함없이 듣고 싶은 말 너 나 좋아해 나 너 좋아해 너 나 좋아해 나 너 좋아해 매일 매일 하고 싶은 이야기야 두근 두근 설레이는 순간이야 둘이서만 주고 받는 사랑이야 너 나 좋아해 나 너 좋아해 둘이서만 주고 받는 사랑이야 너 나 좋아해 나 너 좋아해",101621,1978.03,그룹,혼성,,
9,905013,이제는,서울패밀리,"서울훼밀리 베스트컬렉션",2005.08.26,Ballad,오춘복,"지난날 그리워하는 것은 아쉬움이야 바람속을 걸어가는 너의 모습처럼 나는 이제 모든것을 잊어야만 하네 그렇게 좋던 그날이 그렇게 사랑한 날이 이제는 사라져 가고 슬픔만 남아버렸네 이렇게 그리운 날을 이렇게 못잊는 날을 이제는 잊어버렸나 이제는 지워버렸나 그리워 되뇌이는 것은 사랑일거야 바람속에 피어나는 한 송이 꽃처럼 이따금씩 되살아나 생각나게 하네 그렇게 좋던 그날이 그렇게 사랑한 날이 이제는 사라져 가고 슬픔만 남아버렸네 이렇게 그리운 날을 이렇게 못잊는 날을 이제는 잊어버렸나 이제는 지워버렸나 모든 얘기들 이제 잊어야 하네 그 슬픈 얼굴도 그 사람 이젠 떠나갔기에 그렇게 좋던 그날이 그렇게 사랑한 날이 이제는 사라져 가고 슬픔만 남아버렸네 이렇게 그리운 날을 이렇게 못잊는 날을 이제는 잊어버렸나 이제는 지워버렸나 그렇게 좋던 그날이 그렇게 사랑한 날이 이제는 사라져 가고 슬픔만 남아버렸네 이렇게 그리운 날을 이렇게 못잊는 날을 이제는 잊어버렸나 이제는 지워버렸나",101801,1986.03,그룹,혼성,"BSA 엔터테인먼트",
9,933609,"스잔(Original Ver.)",김승진,무사지심,2005.10.07,Ballad,남국인,"스잔 찬 바람이 부는데 스잔 땅거미가 지는데 너는 지금 어디서 외로이 내 곁에 오지를 않니 스잔 보고 싶은 이 마음 스잔 너는 알고 있잖니 그날의 오해는 버리고 내 곁에 돌아와 주렴 스잔 난 너를 사랑해 후회없이 난 너를 사랑해 스잔 잊을 수 없는 스잔 이 생명 보다 더 소중한 스잔 스잔 찬 바람이 부는데 스잔 땅거미가 지는데 너는 지금 어디서 외로이 내 곁에 오지를 않니  스잔 난 너를 사랑해 후회없이 난 너를 사랑해 스잔 잊을 수 없는 스잔 이 생명 보다 더 소중한 스잔 스잔 찬 바람이 부는데 스잔 땅거미가 지는데 너는 지금 어디서 외로이 내 곁에 오지를 않니",1009,1985,솔로,남성,,1968.12.31
5,976282,촛불잔치,이재성,촛불잔치,1986.05.30,Ballad,이재승,"바람에 별이 떨어지고 어둠만이 밀려오면 지난 날 아름답던 꿈들 슬픔으로 내게 다가와 행여나 발자국 소리에 창밖을 보며 지샌 밤 내 가슴 멍울지게 해도 나 그대 미워하진 않아 나의 작은 손에 초 하나 있어 이 밤 불 밝힐 수 있다면 나의 작은 마음에 초 하나 있어 이 밤 기도할 수 있다면 촛불 잔치를 벌려 보자 촛불 잔치야 촛불 잔치를 벌려 보자 촛불 잔치야  부슬부슬 비마저 내리면 울음이 터질것만 같아 그사람 이름을 되뇌이다 하얗게 지새우는 밤 새벽 바람에 실려오는 저 멀리 성당의 종소리 나 무릎 꿇고 두손 모아 그를 위해 날 태우리라 나의 작은 손에 초 하나 있어 이 밤 불 밝힐 수 있다면 나의 작은 마음에 초 하나 있어 이 밤 기도할 수 있다면 촛불 잔치를 벌려 보자 촛불 잔치야 촛불 잔치를 벌려 보자 촛불 잔치야 촛불 잔치야 촛불 잔치야 촛불 잔치야",473,,솔로,남성,,1957.09.08
10,976286,"내일로 가는 마차",이재성,촛불잔치,1986.05.30,Ballad,이재승,"해 저문 창가에 가득 눈물 젖은 별빛이 와도 슬퍼 말아라 친구야 깨진 꿈이 서러우면 작은 불을 밝히려마 두손을 모으고 친구야 가슴까지 태웠던 사랑은 지난 꿈이 되었어도 슬퍼 말아라 친구야 참을 수 없는 슬픔이 다가와 너의 두 볼을 적시거든 눈을 감고 내일로 가자 친구야 지나버린 시간일랑 남기고 떠나자 눈물이 앞을 가려도 스쳐 지나는 바람 바람 바람인 것을 친구야 눈물을 숨기렴 내일로 가는 마차를 타고 가자 타고 떠나자 내일로 가는 마차를 타고 가자 타고 떠나자  지나버린 시간일랑 남기고 떠나자 눈물이 앞을 가려도 스쳐 지나는 바람 바람 바람인 것을 친구야 눈물을 숨기렴 내일로 가는 마차를 타고 가자 타고 떠나자 내일로 가는 마차를 타고 가자 타고 떠나자",473,,솔로,남성,,1957.09.08
8,976287,"고독한 DJ",이재성,촛불잔치,1986.05.30,Ballad,유영숙,"오늘따라 음악속에 있는 그대 모습이 무척이나 슬퍼보여요 조그맣게 전해오는 그대 노래 소리에 왠지 눈물이 날것 같아요 지금 밖엔 비가 몹시 내리고 있어요 음악소리가 너무 작아요 고개 숙인 슬픈 DJ 그대 모습 때문에 작은 어깨가 떨려 오네요 오늘밤 그대 모습 지울 수가 없네요 슬픈 DJ 그대 모습 내 마음은 흔들려요 음악소리가 너무 작아요 그대 모습이 너무 멀어요 슬픈 DJ 슬픈 DJ DJ 음악소리가 너무 작아요 그대 모습이 너무 멀어요 슬픈 DJ 슬픈 DJ DJ 나의 DJ  오늘밤 그대 모습 지울 수가 없네요 슬픈 DJ 그대 모습 내마음은 흔들려요 음악소리가 너무 작아요 그대 모습이 너무 멀어요 슬픈 DJ 슬픈 DJ DJ 음악소리가 너무 작아요 그대 모습이 너무 멀어요 슬픈 DJ 슬픈 DJ DJ 나의 DJ",473,,솔로,남성,,1957.09.08
5,986892,"바람인가, 빗속에서",신촌블루스,"신촌 Blues II - 황혼",1989.03,Rock,엄인호,"2떠나가는 내마음은 바람인가 잡을 수 없네 저들에 부는 바람처럼 그렇게 가버리네 떠나가는 네마음은 구름인가 닿을 수 없네 하늘에 높은 구름처럼 그렇게 떠있네 나도 풍선이 되어 바람따라 갔으면 높이 하늘 높이로 내곁에 갔으면 떠나가는 네마음은 바람인가 잡을 수 없네 저들에 부는 바람처럼 그렇게 가버리네  비내리는 거리에서 그대 모습 생각해 이룰 수 없었던 그대와 나의 그대와 나의 사랑을 가슴깊이 생각하네 온종일 비맞으며 그대 모습 생각해 떠나야 했나요 나의마음 비속에 이렇게 남겨둔체 흐르는 눈물 누가 닦아 주나요 흐르는 뜨거운 눈물 오고가는 저 많은 사람들 누가 내곁에 서줄까요 비내리는 거리에서 그대 모습 생각해 이룰 수 없었던 그대와 나의 사랑을 가슴깊이 생각하네",101599,1988.01,그룹,혼성,,
11,986980,환희,정수라,"노래스케치 Vol.2",1992.03.28,"Adult Contemporary",박건호,"어느 날 그대 내곁으로 다가와  이 마음 설레이게 했어요 어느날  사랑은 우리 두 가슴에 머물러  끝었이 속삭이고 있어요   그대 손을 잡고 걸어가고 있는 이 순간  세상 모든것이 아름답게 보여요   이젠 나의 기쁨이 되어주오  이전 나의 슬픔이 되어주오  우리 서로 아픔을 같이하면  다시 태어날 수 있는 것   이젠 나의 기쁨이 되어주오  이젠 그대 슬픔을 말해주오   우리 서로 아픔을 같이 할때  행복할 수 있어요   어느 날 그대 눈동자를 보면서  미래를 꿈꾸기도 했어요 어느 날  사랑은 우리들의 삶을 위하여  가슴에 타오르고 있어요   그대 손을 잡고 걸어가고 있는 이 순간  세상 모든 것이 아름답게 보여요   이젠 나의 기쁨이 되어주오  이젠 나의 슬픔이 되어주오  우리 서로 아픔을 같이하면  다시 태어날 수 있는것   이젠 그대 기쁨을 말해주오  이젠 그대 슬픔을 말해주오  우리 서로 아픔을 같이할 때  행복할 수 있어요   이젠 나의 기쁨이 되어주오  이젠 나의 슬픔이 되어주오  우리 서로 아픔을 같이하면  다시 태어날 수 있는것   이젠 그대 기쁨을 말해주오  이젠 그대 슬픔을 말해주오  우리 서로 아픔을 같이할 때  행복할 수 있어요   이젠 나의 기쁨이 되어주오  이젠 나의 슬픔이 되어주오  우리 서로 아픔을 같이하면  다시 태어날 수 있는것 -",990,1974,솔로,여성,제이뮤직컴퍼니,1963.10.28
1,992352,"모두가 사랑이예요",해바라기,"해바라기 오리지날 힛트송",1990.12.01,Folk,,"모두가 이별이에요 따뜻한 공간과도 이별 수많은 시간과도 이별이지요 이별이지요 콧날이 시큰해지고 눈이 아파오네요 이것이 슬픔이란 걸 난 알아요 모두가 사랑이예요 사랑하는 사람도 많고요 사랑해주는 사람도 많았어요 모두가 사랑이에요 마음이 넓어지고 예뻐질 것 같아요 이것이 행복이란 걸 난 알아요  콧날이 시큰해지고 눈이 아파오네요 이것이 슬픔이란 걸 난 알아요 이것이 슬픔이란 걸 난 알아요",101012,1977.04,그룹,남성,,
7,996053,"다시 사랑할 수 있다면",김형룡,"힛트곡 모음",1985.02.10,"Adult Contemporary",이건우,"야윈 어깨로 흘러내리는 너무 슬픈 미련 때문에 나 여기까지 그댈 찾아서 왔어요  유리 창 밖엔 바람이 불고 아름다운 연인들끼리 추억 속으로 걸어가는걸 보았죠  너무나 사랑했기 때문에 잊을 수가 없어요 지난날들이 아름다워요 너무나 행복했기 때문에 지울 수가 없어요 이 내 가슴이 멍들어도 그대 꿈속이라도 한번 다시 만나 볼 수 있다면 그대 이 내 영혼을 태워 다시 사랑할 수 있다면  너무나 사랑했기 때문에 잊을 수가 없어요 지난날들이 아름다워요 너무나 행복했기 때문에 지울 수가 없어요 이 내 가슴이 멍들어도 그대 꿈속이라도 한번 다시 만나 볼 수 있다면 그대 이 내 영혼을 태워 다시 사랑할 수 있다면",14065,,솔로,남성,,1958
7,996058,"사랑의 벼리",김형룡,"힛트곡 모음",1985.02.10,"Adult Contemporary",,"바람부는 소리엔 나는 노래를 멈추고 희미하게 빛혀오는 사랑의 그림자들 살며시 내손잡고 언제나 웃어주며 밤이면 찾아와서 눈 뜨면 사라져 가 미워 미워 미워 미워 정말 미워 사랑의 마술사 이 밤도 날 울려놓고 내마음도 몰라주고 싫어 싫어 사랑의 마술사 이밤도 날 찾아오려나  바람부는 소리엔 나는 두눈을 감고서 애처롭게 들려오는  그대의 숨소리에 살며시 다가가서  손잡아 보려해도 자꾸만 멀어지는 그대의 그림자는 미워 미워 미워 미워 정말 미워 사랑의 마술사  이밤도 날 울려놓고 내마음도 몰라주고 싫어 싫어 사랑의 마술사 이밤도 날 찾아오려나 이밤도 날 찾아오려나",14065,,솔로,남성,,1958
10,996692,"아름다워라 그대",김종찬,"눈물 너머로 보이는 그대",1989.04.10,Ballad,양인자,"바람이 차가워 외롭던 날 길가의 찻집에 갔었네 화사한 얼굴이 저 혼자 봄처럼 웃고 있었네 아름다워라 안개 걷히고 아름다워라 사랑을 보네 아름다워라 그대의 향기 이제 나는 그대의 것 우 누군가 내 사랑 여인에게 사랑보단 이별이 힘든걸 가르쳐 주었으면 좋겠네 사랑이 떠나지 않게  아름다워라 안개 걷히고 아름다워라 사랑을 보네 아름다워라 그대의 향기 이제 나는 그대의 것 우 누군가 내 사랑 여인에게 사랑보단 이별이 힘든걸 가르쳐 주었으면 좋겠네 사랑이 떠나지 않게",1106,1986.06,솔로,남성,,1960.04.11
7,1002233,"잠들지 않는 시간",이용,"Best Of Lee Young",1996.01.01,Ballad,박건호,"당신의 모습이 떠올라요 날마다 잊으려 했었지만 당신은 지금도 연인처럼 이 가슴에 있어요 내 인생이 끝나는 날 까지 그리워 하다가 떠날까요 그 아름답던 우리들의 꿈을 그냥 망각속에 묻어 둘 수 없어요 당신은 나를 잊었나요 그 숨결 여기에 남긴채 숨겨진 세월 속에서 나는 이렇게 야위어 가는데  거리는 뽀얗게 젖었어요 눈물을 씻으며 걸었지만 추억은 자꾸만 밀려오고 이 가슴도 젖어요 내 인생이 끝나는 날 까지 그리워 하다가 떠날까요 그 아름답던 우리들의 꿈을 그냥 망각속에 묻어 둘 수없어요 당신은 나를 잊었나요 그 숨결 여기에 남긴채 숨겨진 세월 속에서 나는 이렇게 야위어 가는데",21,1981.07,솔로,남성,,1957.04.25
5,1002443,"아! 대한민국",정수라,"도시의 거리/아! 대한민국",1984.10.01,Ballad,박건호,"하늘엔 조각구름 떠있고 강물엔 유람선이 떠있고 저마다 누려야 할 행복이 언제나 자유로운 곳 뚜렷한 사계절이 있기에 볼수록 정이 드는 산과 들 우리의 마음속에 이상이 끝없이 펼쳐지는 곳 원하는 것은 무엇이든 얻을 수 있고 뜻하는 것은 무엇이건 될 수가 있어 이렇게 우린 은혜로운 이 땅을 위해 이렇게 우린 이 강산을 노래 부르네 아아 우리 대한민국 아아 우리 조국 아아 영원토록 사랑하리라 우리 대한민국 아아 우리 조국 아아 영원토록 사랑하리라 도시엔 우뚝 솟은 빌딩들 농촌에 기름진 논과 밭 저마다 자유로움 속에서 조화를 이뤄가는 곳 도시는 농촌으로 향하고 농촌은 도시로 이어져 우리의 모든 꿈은 끝없이 세계로 뻗어가는 곳 원하는 것은 무엇이든 얻을 수 있고 뜻하는 것은 무엇이건 될 수가 있어 이렇게 우린 은혜로운 이 땅을 위해 이렇게 우린 이 강산을 노래 부르네 아아 우리 대한민국 아아 우리 조국 아아 영원토록 사랑하리라 우리 대한민국 아아 우리 조국 아아 영원토록 사랑하리라",990,1974,솔로,여성,제이뮤직컴퍼니,1963.10.28
9,1002444,"아버지의 의자",정수라,"도시의 거리/아! 대한민국",1984.10.01,Ballad,박건호,"그 옛날 아버지가 앉아있던 의자에 이렇게 석고처럼 앉아있으니 즐거웠던 지난 날의 모든 추억이 내 가슴깊이 밀려들어요 언제였나요 내가 아주 어렸을 적에 아버지는 여기 앉아서 사랑스런 손길로 나를 어루만지며 정답게 말하셨죠 그리울 때 이 의자에 앉아 있으면 그때 그 말씀이 들릴 듯 해요  이렇게 앉아있는 나를 바라보시며 어머니 눈시울은 젖어있어요 아버지는 의자 하나 남겨 놓은채 지금 그 어디로 떠나셨나요 여기 앉아서 나는 꿈을 키워왔어요 아버지의 체온 속에서 따스했던 말씀과 인자하신 미소를 언제나 생각했죠 그리울 때 이 의자에 앉아 있으면 그 때 그 모습이 보일 듯 해요",990,1974,솔로,여성,제이뮤직컴퍼니,1963.10.28
9,1002446,"눈물의 의미",정수라,"도시의 거리/아! 대한민국",1984.10.01,Ballad,박건호,"그때 괜히 울적했던 것이 그리움인 줄 알았다면 나는 오로지 그대만을 좋아했을거야 마음도 못주고 헤어진 그때 열아홉 나이로 내가 무얼 알아 그저 그렇게 자존심만 컸었지 그때 나를 너무 좋아했던 그대 진실을 알았다면 우린 서로가 지금까지 사랑했을거야 마음도 못주고 헤어진 그때 열아홉 나이로 내가 무얼 알아 좋은 시절을 그냥 잃어버렸지 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈이 여기 모여있었나 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈을 잊기 위한 것일까  마음도 못주고 헤어진 그때 열아홉 나이로 내가 무얼 알아 좋은 시절을 그냥 잃어버렸지 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈이 여기 모여있었나 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈을 잊기 위한 것일까 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈이 여기 모여있었나 내 눈에 흐르는 이 눈물의 의미는 무얼까 이제 떠나가버린 그 시절의 꿈을 잊기 위한 것일까",990,1974,솔로,여성,제이뮤직컴퍼니,1963.10.28
7,1002457,"비내리는 영동교",주현미,"힛트곡 전집",1989,"Adult Contemporary",정은이,"밤비 내리는 영동교를 홀로 걷는 이 마음 그사람은 모를거야 모르실거야 비에 젖어 슬픔에 젖어 눈물에 젖어 하염없이 걷고있네 밤비 내리는영동교 잊어야지 하면서도 못 잊는것은 미련 미련 미련 때문인가봐   밤비 내리는영동교를 헤매도는 이 마음 그사람은 모를거야 모르실거야 비에 젖어 슬픔에 젖어 아픔에 젖어 하염없이 헤매이네 밤비 내리는 영동교 생각 말자 하면서도 생각하는 건 미련 미련 미련 때문인가봐",1173,1985,솔로,여성,,1961.09.27
11,1002460,"눈물의 부르스",주현미,"힛트곡 전집",1989,"Adult Contemporary",정은이,"오색등 네운볼이  속삭이듯 나를 유혹하는 밤  가슴을 휘젓듯이  흐느끼는 색소폰 소리  아 ~~ 나를 울리네  이순간이 지나고 나면  떠날 당신이기에  그대 품에 안기운채  젖은 눈을 감추네  아 ~~ 블루스 블루스 블루스 연주자여  그 음악을 멈추지 말아요    오색등 네운볼이  손짓하듯 나를 유혹하는 밤  내리는 빛물처럼 흐느끼는 색소폰 소리  아 ~~ 나를 울리네  이 순간이 지나고 나면  떠날 당신이기에  그대 가슴에 얼굴을 묻고  젖은 눈을 감추네  아 ~~ 블루스 블루수 블루스 연주자여  그 음악을 멈추지 말아요",1173,1985,솔로,여성,,1961.09.27
8,1002461,"울면서 후회하네",주현미,"힛트곡 전집",1989,"Adult Contemporary",하늘이,"순정을 다 바쳐서 믿었던 그 사람 사랑의 낙서만 남기고 떠나갔네 사랑이 이렇게도 괴로운줄 왜 몰랐을까 빼앗긴 내 마음을 찾을수도 없으면서 울면서 후회하네 아 스쳐만 지나갈걸 그냥 그대로 있을걸 당신 앞에 머뭇거린 내가 미워서 울면서 후회하네  이마음 다바쳐서 믿었던 그사람 사랑의 상처만 남기고 떠나갔네 슬픔이 이렇게도 아픈것을 왜 몰랐던가 상처난 내마음을 달랠수도 없으면서 울면서 후회하네 아 차라리 스칠것을 쳐다보지 말것을 당신앞에 서성거린 내가 미워서 울면서 후회하네",1173,1985,솔로,여성,,1961.09.27
1,1003049,"못다핀 꽃 한 송이",김수철,"작은 거인 김수철 (못다핀 꽃 한 송이)",1983.08.15,Rock,김수철,"언제 가셨는데 안오시나 한잎두고 가신님아 가지위에 눈물 적셔놓고 이는 바람소리 남겨놓고 앙상한 가지 위에 그 잎새는 한 잎 달빛마저 구름에 가려 외로움만 더해가네 밤새 새소리에 지쳐버린 한잎마저 떨어지려나 먼곳에 계셨어도 피우리라 못다핀 꽃 한송이 피우리라  언제 가셨는데 안오시나 가시다가 잊으셨나 고운 꽃잎비로 적셔놓고 긴긴 찬바람에 어이하리 앙상한 가지위에 흐느끼는 잎새 꽃한송이 피우려 홀로 안타까워 떨고있나 함께 울어주던 새도 지쳐 어디론가 떠나간뒤 님 떠난 그 자리에 두고두고 못다핀 꽃 한송이 피우리라",30,1983.08,솔로,남성,,1957.04.07
7,1003051,"정녕 그대를",김수철,"작은 거인 김수철 (못다핀 꽃 한 송이)",1983.08.15,Rock,김수철,"다시는 안보리라 다짐해 놓고 난 또다시 그대를 찾아 헤매네 생각을 안하리라 다짐해 놓고 난 또다시 그대를 그리워하네 정녕 그대를 못잊는다면 한조각 구름이 되어 흘러가리 바람이 부는대로 세월이 가는대로 그대 찾아 떠나가리 미련을 두지 말자 맹세해 놓고 난 또다시 그대를 사랑하네 도대체 보고싶은 이내 마음은 울어도 울어도 알수가 없네  정녕 그대를 못잊는다면 한 조각 구름이 되어 흘러가리 바람이 부는대로 세월이 가는대로 그대 찾아 떠나가리 미련을 두지 말자 맹세해 놓고 난 또다시 그대를 사랑하네 도대체 보고 싶은 이내 마음은 울어도 울어도 알수가 없네",30,1983.08,솔로,남성,,1957.04.07
9,1003052,별리,김수철,"작은 거인 김수철 (못다핀 꽃 한 송이)",1983.08.15,Rock,김수철,"정주고 떠나시는 님  나를 두고 어데가나  노을 빛 그 세월도 님 싣고 흐르는 물이로다 마지못해 가라시면 아니 가지는 못하여도 말 없이 바라보다 님 울리고 나도 운다 둘 곳 없는 마음에 가눌 수 없는 눈물이여 가시려는 내님이야 짝 잃은 외기러기로세 님을 향해 피던 꽃도 못내 서러워 떨어지면 지는 서산해 바라보며 님 부르다 내가 운다 하늘이시여 하늘이시여 구구만리 떨어진 곳 내 못 가도 내 못 가도 님을 살펴주소서 하늘이시여 하늘이시여 구구만리 떨어진 곳 내 못 가도 내 못 가도 님을 살펴주소서",30,1983.08,솔로,남성,,1957.04.07
